Zip Code,Now married (except separated); Estimate; Population 15 years and over,Divorced; Estimate; Population 15 years and over,Never married; Estimate; Population 15 years and over
ZCTA5 02715,56.4,12.9,23.9
ZCTA5 02717,57.6,13,20.8
ZCTA5 02718,54,7,29.2
ZCTA5 02719,50.3,11.9,27.1
ZCTA5 02720,40,11.1,38.6
ZCTA5 02721,39.1,10.8,37.8
ZCTA5 02723,32.3,16.2,40.1
ZCTA5 02724,39,11.9,40
ZCTA5 02725,49.3,12.1,27.4
ZCTA5 02726,53.7,10.4,26.9
ZCTA5 02738,61.8,8.4,21.1
ZCTA5 02739,57.4,11.7,26.8
ZCTA5 02740,33.4,11.3,44.1
ZCTA5 02743,50.8,10.6,31.2
ZCTA5 02744,34.7,11,44.9
ZCTA5 02745,41.3,11.8,37.5
ZCTA5 02746,33.3,12.2,45.4
ZCTA5 02747,41.1,8.1,44.7
ZCTA5 02748,52.5,10.9,25.1
ZCTA5 02760,52.1,11.4,30.8
ZCTA5 02762,57.8,9.9,26.5
ZCTA5 02763,52.3,7,36
ZCTA5 02764,50.6,11.1,31.7
ZCTA5 02766,50.6,9.1,35.8
ZCTA5 02767,57.1,7.9,28.4
ZCTA5 02769,57.6,9.9,28.6
ZCTA5 02770,66.1,4.1,23.6
ZCTA5 02771,60.4,9.8,22.4
ZCTA5 02777,58.3,11.4,24.1
ZCTA5 02779,61,8,25.8
ZCTA5 02780,42.7,13.9,34.9
ZCTA5 02790,54.4,8.8,28.7
ZCTA5 02791,41.6,28,11.5
ZCTA5 02802,39.7,3.4,57
ZCTA5 02804,61.4,15.5,19.4
ZCTA5 02806,65.1,7.9,19.6
ZCTA5 02807,44.6,21.9,24.5
ZCTA5 02808,54.7,8.9,30.7
ZCTA5 02809,45.5,9.6,38.1
ZCTA5 02812,72.7,5.1,20.6
ZCTA5 02813,57.2,9.8,27.5
ZCTA5 02814,51.6,13.9,27.9
ZCTA5 02815,67.7,32.3,0
ZCTA5 02816,50.2,12.4,28.7
ZCTA5 02817,59.2,8.6,29
ZCTA5 02818,58.5,10,25.3
ZCTA5 02822,54,10.5,29.2
ZCTA5 02825,60.6,10.7,23.4
ZCTA5 02826,50.2,28.4,19.3
ZCTA5 02827,66.6,8.7,19.1
ZCTA5 02828,53.3,9.1,26
ZCTA5 02830,53.2,15,21.7
ZCTA5 02831,61.1,7.9,25
ZCTA5 02832,58.7,9.7,23.4
ZCTA5 02833,76.2,5,14.3
ZCTA5 02835,61.2,13.9,18.7
ZCTA5 02836,28.1,30.4,41.5
ZCTA5 02837,59.6,10.4,23.6
ZCTA5 02838,39.5,11.3,41.4
ZCTA5 02839,47.1,17.1,29.3
ZCTA5 02840,36.4,12.7,44.3
ZCTA5 02841,42.8,1.8,55.4
ZCTA5 02842,52.8,10.4,28.8
ZCTA5 02852,55.8,11,27
ZCTA5 02857,55.4,8,28.7
ZCTA5 02858,39.7,15.8,35
ZCTA5 02859,48.4,11,32.9
ZCTA5 02860,34.5,12.7,44.8
ZCTA5 02861,44,12.1,35.5
ZCTA5 02863,34.2,11.3,44.3
ZCTA5 02864,55.7,8.6,28.5
ZCTA5 02865,53.7,11.5,27.3
ZCTA5 02871,57,11.1,25.2
ZCTA5 02872,22.1,20.8,51.3
ZCTA5 02873,41.4,13.8,33.9
ZCTA5 02874,60.9,11,23.2
ZCTA5 02875,61.5,9,21
ZCTA5 02876,10.8,22.2,67.1
ZCTA5 02878,60.2,9.5,22.4
ZCTA5 02879,52.7,11.1,28.9
ZCTA5 02881,16.2,1.5,81.1
ZCTA5 02882,43.9,8.9,41.8
ZCTA5 02885,43.4,16,32.2
ZCTA5 02886,49.8,13.6,26.7
ZCTA5 02888,49.9,14.1,27.9
ZCTA5 02889,53.6,11.4,27.9
ZCTA5 02891,51.7,14.2,25.4
ZCTA5 02892,64.3,8,18.8
ZCTA5 02893,42.5,13.8,35.3
ZCTA5 02894,26.5,11.6,43.4
ZCTA5 02895,37.4,14,39.7
ZCTA5 02896,56,13,22.6
ZCTA5 02898,74.8,7.3,15.6
ZCTA5 02903,21.3,7.2,65.5
ZCTA5 02904,41.1,12.2,37.2
ZCTA5 02905,33.8,12.1,47.6
ZCTA5 02906,34.2,6.3,54.3
ZCTA5 02907,32.1,7.7,51
ZCTA5 02908,32,8.6,52.8
ZCTA5 02909,32.8,9.3,48.9
ZCTA5 02910,42.5,14,37
ZCTA5 02911,38.4,12.8,40.9
ZCTA5 02912,0.5,0,99.5
ZCTA5 02914,41.8,12.4,35.6
ZCTA5 02915,43.8,14,31.9
ZCTA5 02916,51.4,11.7,28
ZCTA5 02917,42.6,7.5,41.9
ZCTA5 02919,44.8,13.4,31.4
ZCTA5 02920,41.2,12.4,36.4
ZCTA5 02921,60.8,5.4,28.1
ZCTA5 03031,65.4,7.6,23.2
ZCTA5 03032,64.1,8.1,23.6
ZCTA5 03033,71.1,6.1,20
ZCTA5 03034,61.2,13.1,22
ZCTA5 03036,61.4,8.9,23.9
ZCTA5 03037,62.7,8.4,24
ZCTA5 03038,50.7,13.5,30.1
ZCTA5 03042,63.9,8,21.2
ZCTA5 03043,63.6,11,20.1
ZCTA5 03044,67.1,9.6,18.5
ZCTA5 03045,53.2,15.1,25.4
ZCTA5 03046,67.6,6.2,22.7
ZCTA5 03047,52.3,14.6,25.7
ZCTA5 03048,56.3,14.3,22.9
ZCTA5 03049,69.4,6.5,20
ZCTA5 03051,55.7,9.3,28.6
ZCTA5 03052,62.1,9.4,24.3
ZCTA5 03053,57.9,9.9,27.1
ZCTA5 03054,56.8,11.3,26.1
ZCTA5 03055,54.1,10.8,26.6
ZCTA5 03057,63.7,7.8,25.5
ZCTA5 03060,38.7,15.2,38.2
ZCTA5 03062,56.6,11.5,24.7
ZCTA5 03063,51.9,11.4,29.5
ZCTA5 03064,46.9,14.7,32.1
ZCTA5 03070,64.3,7.8,22.7
ZCTA5 03071,65.5,11.9,20.4
ZCTA5 03076,62.4,7.1,24.8
ZCTA5 03077,52.1,14.6,27
ZCTA5 03079,53.9,9.7,28.6
ZCTA5 03082,67.7,10.8,17.6
ZCTA5 03084,58.4,12.5,24.1
ZCTA5 03086,55.6,12.1,28.4
ZCTA5 03087,64.1,9.6,20.5
ZCTA5 03101,27.7,19.7,45.4
ZCTA5 03102,40.5,13.1,39.3
ZCTA5 03103,38.2,13.7,40.7
ZCTA5 03104,41.2,14.2,37.2
ZCTA5 03106,55.4,9.2,30.8
ZCTA5 03109,46.1,14.9,32.9
ZCTA5 03110,65.2,7.9,19.5
ZCTA5 03215,51.7,13.5,32
ZCTA5 03216,51.9,13.5,29.8
ZCTA5 03217,46.3,9.7,35.2
ZCTA5 03218,66.4,5.5,20.1
ZCTA5 03220,54.8,13.4,28
ZCTA5 03221,58,12.1,22.4
ZCTA5 03222,51.5,10.4,29.7
ZCTA5 03223,55.3,13.1,25.3
ZCTA5 03224,59.4,11.5,25.1
ZCTA5 03225,57.5,13.3,24.7
ZCTA5 03226,68.8,8.5,18
ZCTA5 03227,62,11.4,18.2
ZCTA5 03229,64.4,11,19.7
ZCTA5 03230,52.7,15.5,25.8
ZCTA5 03231,76.6,6.7,8.6
ZCTA5 03233,77.2,11.4,11.4
ZCTA5 03234,57.9,13.7,21.7
ZCTA5 03235,42.7,16.6,33.7
ZCTA5 03237,51.7,10.6,30.7
ZCTA5 03238,55.1,18.4,23.5
ZCTA5 03240,56.3,13.7,26.1
ZCTA5 03241,58.9,9.6,24.7
ZCTA5 03242,49.9,6.3,39
ZCTA5 03243,61,13.1,19.7
ZCTA5 03244,59.8,12.7,22.3
ZCTA5 03245,57.7,11.8,24
ZCTA5 03246,43.1,16.2,30.8
ZCTA5 03249,56.9,14.6,20.7
ZCTA5 03251,46.1,16.1,28.9
ZCTA5 03253,58.9,9.3,21
ZCTA5 03254,63.5,8.7,21.7
ZCTA5 03255,67.7,9,18.4
ZCTA5 03256,59.3,10.3,25.9
ZCTA5 03257,42,8.5,39.3
ZCTA5 03258,63.3,5.8,26.1
ZCTA5 03259,66.4,9.7,17.3
ZCTA5 03260,72.4,4.7,19.3
ZCTA5 03261,64.8,10.5,18.8
ZCTA5 03262,50.5,15.2,28.1
ZCTA5 03263,49.3,14.8,29.6
ZCTA5 03264,27.1,7.9,57.4
ZCTA5 03266,50.3,14.4,30.1
ZCTA5 03268,64.5,9.2,21.8
ZCTA5 03269,63,10.3,22
ZCTA5 03273,66.6,9.3,17.6
ZCTA5 03275,53.9,10.8,28.3
ZCTA5 03276,49.4,17.4,26.5
ZCTA5 03278,55,13.1,28
ZCTA5 03279,53.8,11.6,27.5
ZCTA5 03280,64.6,11.4,18.9
ZCTA5 03281,57.8,8.9,29.2
ZCTA5 03282,62.8,11.7,21.3
ZCTA5 03284,65.3,7.3,20.1
ZCTA5 03285,62.7,5.5,26.9
ZCTA5 03287,60.4,12.8,19.2
ZCTA5 03290,65.8,10.2,19.4
ZCTA5 03291,47.6,52.4,0
ZCTA5 03293,56.5,15.3,28.2
ZCTA5 03301,43.5,14.6,33.4
ZCTA5 03303,48.4,15,29
ZCTA5 03304,67,5.2,20.2
ZCTA5 03307,59.8,11.6,21.9
ZCTA5 03431,38.2,12.3,41.8
ZCTA5 03440,54,16,21.9
ZCTA5 03441,46.7,8.7,37.9
ZCTA5 03442,59,13.7,23.5
ZCTA5 03443,82.3,12.6,2.7
ZCTA5 03444,63.6,10.4,22.2
ZCTA5 03445,51.9,15.8,23.2
ZCTA5 03446,53,10.1,31.2
ZCTA5 03447,60.4,8.5,25.5
ZCTA5 03448,56.6,9.9,25.6
ZCTA5 03449,64.5,12.1,18.4
ZCTA5 03450,60.8,12.9,19.8
ZCTA5 03451,48.9,15.9,25.1
ZCTA5 03452,45.2,16,31.7
ZCTA5 03455,48.9,18.2,26.8
ZCTA5 03456,65.2,8.5,19.4
ZCTA5 03457,57.4,14.9,21.7
ZCTA5 03458,52.6,15.1,22.1
ZCTA5 03461,50.6,7.5,38.4
ZCTA5 03462,70.5,10.4,16.4
ZCTA5 03464,65.8,10.1,21
ZCTA5 03465,47,11.7,32
ZCTA5 03466,69.5,7.3,10.3
ZCTA5 03467,65.1,9,19.4
ZCTA5 03470,46.5,14.5,27.8
ZCTA5 03561,46.9,15,28.6
ZCTA5 03570,41.1,15.1,34.5
ZCTA5 03574,51.9,19.2,25.7
ZCTA5 03575,11.1,21.1,40
ZCTA5 03576,59.8,15.7,18.1
ZCTA5 03579,51.9,25.2,16.8
ZCTA5 03580,62.9,9.8,21
ZCTA5 03581,59.2,11.8,16.4
ZCTA5 03582,54.5,12.2,21.7
ZCTA5 03583,64.9,12.2,16.3
ZCTA5 03584,47.3,18.3,25
ZCTA5 03585,52.4,11.9,28.2
ZCTA5 03586,71.5,6.5,16.1
ZCTA5 03588,60.6,9.3,23
ZCTA5 03590,50.1,15,23.6
ZCTA5 03592,59.8,12.3,18.9
ZCTA5 03593,64.8,5.8,22.4
ZCTA5 03595,64.4,11.9,20.5
ZCTA5 03597,26.1,19.3,30.3
ZCTA5 03598,55.5,15.7,21.4
ZCTA5 03601,47.5,16.9,24.8
ZCTA5 03602,53,13.8,25.8
ZCTA5 03603,54.9,16.8,18.6
ZCTA5 03604,53.5,12.2,24
ZCTA5 03605,55,17.6,22
ZCTA5 03607,59.2,13.5,19.3
ZCTA5 03608,54,16.2,24.3
ZCTA5 03609,42.1,22.5,29.9
ZCTA5 03740,65.2,7.2,22.6
ZCTA5 03741,61.6,7.6,24
ZCTA5 03743,44.8,13.9,28.3
ZCTA5 03745,62.1,10.9,20.2
ZCTA5 03746,66.5,8.1,19
ZCTA5 03748,57.1,14.5,23.1
ZCTA5 03750,50.2,13.3,35
ZCTA5 03751,15.1,17.5,46.9
ZCTA5 03752,43.7,19,26.5
ZCTA5 03753,67.1,10.8,17.2
ZCTA5 03754,0,35.5,64.5
ZCTA5 03755,33,2.7,59.4
ZCTA5 03765,49.2,21.6,22
ZCTA5 03766,50.7,11.1,30.7
ZCTA5 03768,67.4,10.1,17.9
ZCTA5 03770,48.1,15.3,36.6
ZCTA5 03771,65.5,9,20.3
ZCTA5 03773,44.7,20.5,26.8
ZCTA5 03774,55,11.2,20.7
ZCTA5 03777,49.7,8.9,36.1
ZCTA5 03779,60.8,12,23.1
ZCTA5 03780,36.7,17.9,36.5
ZCTA5 03781,58.2,15.3,19.9
ZCTA5 03782,51.3,13.4,29.1
ZCTA5 03784,45.6,9.8,39.1
ZCTA5 03785,44.5,13.4,30.5
ZCTA5 03801,43.3,12,37.7
ZCTA5 03809,65.1,10.7,18
ZCTA5 03810,74.8,3.9,12.7
ZCTA5 03811,64.4,10.3,20.8
ZCTA5 03812,53.9,14.3,20.6
ZCTA5 03813,60.3,11.6,23
ZCTA5 03814,46.4,20.5,20.2
ZCTA5 03816,59.5,8.3,25.8
ZCTA5 03817,51.4,6.9,41.7
ZCTA5 03818,53,16.7,24.4
ZCTA5 03819,57.6,8.5,30.5
ZCTA5 03820,46,13.2,33.9
ZCTA5 03823,68.2,5.5,22.5
ZCTA5 03824,22.4,2.7,73.2
ZCTA5 03825,59.5,11.6,25.2
ZCTA5 03826,57.7,9.9,27
ZCTA5 03827,59.8,8.8,26.2
ZCTA5 03830,65.4,7.9,18.1
ZCTA5 03832,63.1,12.1,21
ZCTA5 03833,54.4,13.3,24.6
ZCTA5 03835,54.3,12.6,26.5
ZCTA5 03836,65.3,9.2,18.2
ZCTA5 03837,61.8,13.3,23.2
ZCTA5 03838,52.8,30,14.1
ZCTA5 03839,48.4,13.6,30.4
ZCTA5 03840,64.1,8.2,21.4
ZCTA5 03841,54.4,7.8,29.8
ZCTA5 03842,58.7,13.8,20.6
ZCTA5 03844,61.4,11.9,19.6
ZCTA5 03845,34.3,10.3,49.7
ZCTA5 03846,61.2,10.8,21.1
ZCTA5 03847,59.7,26.6,13.7
ZCTA5 03848,54.3,13.9,26.3
ZCTA5 03849,62.7,9.2,22.8
ZCTA5 03850,75.5,0,9.6
ZCTA5 03851,62.9,8,25.5
ZCTA5 03852,68.7,8.6,15.9
ZCTA5 03853,77.7,7.4,1.1
ZCTA5 03854,66.7,10.3,11.4
ZCTA5 03855,64.6,7.8,24.2
ZCTA5 03856,63.4,8.5,23.8
ZCTA5 03857,46.2,11.9,35.4
ZCTA5 03858,54.2,12.5,29.6
ZCTA5 03860,48.1,15.9,31.5
ZCTA5 03861,59.2,14.6,21.6
ZCTA5 03862,61.7,8.2,23.1
ZCTA5 03864,65,10.2,15.9
ZCTA5 03865,56,12.6,25.1
ZCTA5 03867,49.6,13.2,30.7
ZCTA5 03868,50.4,14.3,28.4
ZCTA5 03869,63,10.6,20.9
ZCTA5 03870,58,10.4,23.1
ZCTA5 03871,52.5,24.6,23
ZCTA5 03872,69.4,4.7,20.7
ZCTA5 03873,59.7,7.8,28.5
ZCTA5 03874,54.3,17.5,19.7
ZCTA5 03875,66.9,16.1,8.9
ZCTA5 03878,55.3,13.7,26.9
ZCTA5 03882,53,13.3,25.3
ZCTA5 03883,73.8,26.2,0
ZCTA5 03884,63.8,8.6,22.6
ZCTA5 03885,68.5,5.4,20.6
ZCTA5 03886,61.6,17.9,17.2
ZCTA5 03887,57.4,10.8,26.5
ZCTA5 03890,34.8,43,7.8
ZCTA5 03894,64.1,9.4,13.6
ZCTA5 03901,57.4,11,25.8
ZCTA5 03902,64.5,12.8,15.8
ZCTA5 03903,57.8,12.7,23.8
ZCTA5 03904,56.1,15.9,22.9
ZCTA5 03905,51.8,19.2,17.5
ZCTA5 03906,53.6,14.7,24.5
ZCTA5 03907,49.3,9.8,32.4
ZCTA5 03908,56.8,14.3,22.3
ZCTA5 03909,59.1,10.2,24.1
ZCTA5 03910,56.4,13.4,18.4
ZCTA5 03911,77.8,0,22.2
ZCTA5 04001,53.3,13.4,26.3
ZCTA5 04002,57.9,14.3,21.4
ZCTA5 04003,74.6,3.2,11.8
ZCTA5 04005,40.8,13.8,37.3
ZCTA5 04006,23.3,26.4,50.3
ZCTA5 04008,67.8,9.6,13.1
ZCTA5 04009,51.6,15.7,27
ZCTA5 04010,60.5,12.2,20.5
ZCTA5 04011,46.5,15.3,32.1
ZCTA5 04015,58.1,7.4,23.9
ZCTA5 04017,60.1,15.2,16.2
ZCTA5 04019,100,0,0
ZCTA5 04020,48,11.2,30.7
ZCTA5 04021,61.8,11.6,23.1
ZCTA5 04022,50.2,14.8,30.3
ZCTA5 04024,54.3,14.8,24.9
ZCTA5 04027,64.5,10.6,19
ZCTA5 04029,64.8,9.2,20
ZCTA5 04030,59.4,8.5,21.8
ZCTA5 04032,67.5,8.6,20.2
ZCTA5 04037,52.6,13.2,27.7
ZCTA5 04038,51.8,11.5,31.2
ZCTA5 04039,50.5,20.7,23.2
ZCTA5 04040,49.2,17.4,23.9
ZCTA5 04041,42.9,16.6,29.6
ZCTA5 04042,53.5,17.9,24.4
ZCTA5 04043,62.3,11.3,17.7
ZCTA5 04046,60,11,21
ZCTA5 04047,49.6,14,29.4
ZCTA5 04048,50.5,18.2,25.6
ZCTA5 04049,60,9.9,23.9
ZCTA5 04050,61,10,14.5
ZCTA5 04051,60,12.1,22.2
ZCTA5 04055,52.6,10.9,27.5
ZCTA5 04056,64.9,12.7,21.2
ZCTA5 04057,0,29.7,70.3
ZCTA5 04061,62.8,11.3,19.9
ZCTA5 04062,55,14.2,25.3
ZCTA5 04063,40.5,23.6,20.8
ZCTA5 04064,47,18.7,26.1
ZCTA5 04066,68.2,4,21.3
ZCTA5 04068,48,14.9,29.3
ZCTA5 04069,64,10.3,20.1
ZCTA5 04071,62.2,8,25.4
ZCTA5 04072,50.3,13.6,29.2
ZCTA5 04073,44.2,16.9,29.2
ZCTA5 04074,60.9,11.1,21.7
ZCTA5 04076,62.7,10.2,22.9
ZCTA5 04079,69.2,9.4,13.6
ZCTA5 04083,49.6,17.4,28.7
ZCTA5 04084,50.6,11.9,31.8
ZCTA5 04085,56.6,8.1,35.3
ZCTA5 04086,57.2,10.5,25.4
ZCTA5 04087,56.5,10.3,28.8
ZCTA5 04088,47.7,17.1,24.8
ZCTA5 04090,59.1,10.2,22.5
ZCTA5 04091,61.3,12.4,21
ZCTA5 04092,47.2,13.1,33.3
ZCTA5 04093,52.7,17.6,23.9
ZCTA5 04095,65.2,12.8,15.2
ZCTA5 04096,55,13.1,24.1
ZCTA5 04097,59.6,10.8,22.9
ZCTA5 04101,25.3,14.4,55.4
ZCTA5 04102,34.7,10.9,50.7
ZCTA5 04103,42.1,12.3,38.4
ZCTA5 04105,58.6,12.1,22.8
ZCTA5 04106,41,15.2,37.1
ZCTA5 04107,64.5,9.7,19
ZCTA5 04108,66.4,9.4,17.3
ZCTA5 04109,62.2,13.5,5.4
ZCTA5 04110,61.2,8.7,23.7
ZCTA5 04210,46.8,15.9,30.4
ZCTA5 04216,63.4,10.8,14.4
ZCTA5 04217,53.9,13.7,25.7
ZCTA5 04219,48.5,9.2,35.4
ZCTA5 04220,48,17.3,26.1
ZCTA5 04221,47.3,19.6,25.1
ZCTA5 04222,63,10.3,23
ZCTA5 04224,45.6,20.6,28.8
ZCTA5 04226,53.8,7.6,28.1
ZCTA5 04227,36.1,0,0
ZCTA5 04228,66.3,0,33.7
ZCTA5 04231,55,20.2,18.7
ZCTA5 04234,33.3,15,0
ZCTA5 04236,59.4,13.6,23.8
ZCTA5 04237,52.1,19.4,23.6
ZCTA5 04238,42.9,12.4,36.2
ZCTA5 04239,59.8,14.9,21.9
ZCTA5 04240,41.5,14.5,34.8
ZCTA5 04250,44.9,18,29.8
ZCTA5 04252,51.1,16.6,27.4
ZCTA5 04253,61.3,13.4,18.2
ZCTA5 04254,43.8,16.4,31.9
ZCTA5 04255,46.6,15.4,28.8
ZCTA5 04256,60.6,11.7,21.8
ZCTA5 04257,45.1,16.4,27.1
ZCTA5 04258,68.8,6.9,21.2
ZCTA5 04259,60.8,14.7,21.1
ZCTA5 04260,67,13.6,17.3
ZCTA5 04261,57.5,19.4,19.4
ZCTA5 04263,63,14.5,19.2
ZCTA5 04265,50.7,14.5,29.1
ZCTA5 04267,89.7,0,0
ZCTA5 04268,42.8,15.6,29
ZCTA5 04270,52.1,17.3,21.7
ZCTA5 04271,-,-,-
ZCTA5 04274,53.4,13.7,26.7
ZCTA5 04275,43.7,19.9,25.4
ZCTA5 04276,39.4,17.5,33.3
ZCTA5 04280,53,12,28.6
ZCTA5 04281,37.6,23.1,32.8
ZCTA5 04282,60.4,11.2,22.6
ZCTA5 04284,58.7,17.4,19.1
ZCTA5 04285,59.7,11.4,16.6
ZCTA5 04286,78.7,12.4,9
ZCTA5 04287,59.9,12.6,24
ZCTA5 04289,49.1,14.6,25.7
ZCTA5 04290,51.9,12.1,27.8
ZCTA5 04292,53,13.5,28.5
ZCTA5 04294,58.5,15.7,17.3
ZCTA5 04330,42.8,20,30.2
ZCTA5 04342,61,13.7,18.8
ZCTA5 04343,74.6,25.4,0
ZCTA5 04344,46.2,27.7,20.8
ZCTA5 04345,50.4,14.3,28.5
ZCTA5 04346,40.5,17.9,31.3
ZCTA5 04347,45.9,13.7,30.4
ZCTA5 04348,59.6,13.4,22.6
ZCTA5 04349,67,10,17.1
ZCTA5 04350,62.7,13.6,20.1
ZCTA5 04351,60.4,8,24.1
ZCTA5 04352,53.1,12.6,25.9
ZCTA5 04353,53.4,20,20.7
ZCTA5 04354,56.1,15.5,23.4
ZCTA5 04355,62.5,12.9,20.1
ZCTA5 04357,51.2,17.7,21.1
ZCTA5 04358,58.8,12.2,23.7
ZCTA5 04359,62,24.1,13.9
ZCTA5 04360,66.1,11.2,14.5
ZCTA5 04363,54.4,16.1,23.2
ZCTA5 04364,52.9,17.6,22.9
ZCTA5 04401,42.7,15,35.6
ZCTA5 04406,58.3,17.1,18.1
ZCTA5 04408,75.9,9.9,7.1
ZCTA5 04410,56.9,10.1,24.3
ZCTA5 04411,62.6,12.7,19
ZCTA5 04412,48.8,13.8,28.6
ZCTA5 04413,69.2,8.5,13.3
ZCTA5 04414,50.2,16.8,22
ZCTA5 04415,50.5,37.4,7.9
ZCTA5 04416,58.4,11.5,19.9
ZCTA5 04417,60,17.3,13.6
ZCTA5 04418,55.8,15,23.7
ZCTA5 04419,56.2,10.9,26.6
ZCTA5 04421,24.8,2.8,67.4
ZCTA5 04422,56.8,10.1,29.8
ZCTA5 04424,47.1,14.4,26.2
ZCTA5 04426,56.6,15,21.4
ZCTA5 04427,57.9,14.2,22.2
ZCTA5 04428,59,12.4,21.4
ZCTA5 04429,58.7,10.6,20.1
ZCTA5 04430,53.1,16,20.6
ZCTA5 04431,0,100,0
ZCTA5 04434,60.8,11.4,21.2
ZCTA5 04435,56.5,9.9,17.4
ZCTA5 04438,52.5,18,23.6
ZCTA5 04441,55.6,12.9,21.7
ZCTA5 04442,63.6,36.4,0
ZCTA5 04443,55,16.3,22.2
ZCTA5 04444,58.1,11.8,25.7
ZCTA5 04448,58,13.5,21.3
ZCTA5 04449,54.8,14.2,24.2
ZCTA5 04450,49.1,18.4,27.7
ZCTA5 04451,39.6,18.2,14.1
ZCTA5 04453,58.6,13.9,24
ZCTA5 04454,100,0,0
ZCTA5 04455,52.4,11.6,29.3
ZCTA5 04456,54.9,12.9,25.3
ZCTA5 04457,49.1,14.2,24.2
ZCTA5 04459,45,14.2,25.6
ZCTA5 04460,60,12.5,21.8
ZCTA5 04461,56.5,8,29.6
ZCTA5 04462,50.1,18.7,21.6
ZCTA5 04463,39.4,21,28.2
ZCTA5 04464,55,16.2,20.9
ZCTA5 04468,44.5,14.2,34.2
ZCTA5 04469,0.2,0.2,99.7
ZCTA5 04471,58.7,20.6,15.7
ZCTA5 04472,53.2,14.5,24.9
ZCTA5 04473,28,8.1,58.1
ZCTA5 04474,58.9,9.9,22.3
ZCTA5 04475,68.4,14.3,15.1
ZCTA5 04476,59.7,12.2,17.5
ZCTA5 04478,55.6,13,3.1
ZCTA5 04479,51.1,17.5,21.6
ZCTA5 04481,54.4,11.8,27
ZCTA5 04485,68.6,6.5,22.2
ZCTA5 04487,52.5,15.4,22.4
ZCTA5 04488,56.2,10.5,23.1
ZCTA5 04489,70.4,15.5,14.1
ZCTA5 04490,60.6,11.2,17.4
ZCTA5 04491,75.6,1.6,16.5
ZCTA5 04492,57.7,10.6,13
ZCTA5 04493,52.1,15.7,22.6
ZCTA5 04495,53.2,14.7,27.4
ZCTA5 04496,59.1,16,19.2
ZCTA5 04497,59.2,17.3,12.3
ZCTA5 04530,50,15.8,26.9
ZCTA5 04535,69.1,10.4,15
ZCTA5 04537,61.3,18.4,16
ZCTA5 04538,47.4,14.2,23.3
ZCTA5 04539,65.4,14.3,12.5
ZCTA5 04541,76.7,23.3,0
ZCTA5 04543,48.3,14.4,23.7
ZCTA5 04544,77.1,5.9,9.8
ZCTA5 04547,66.8,7.6,18.6
ZCTA5 04548,70.6,8.6,12.1
ZCTA5 04551,64.6,9.8,19.7
ZCTA5 04553,53.1,13,24.8
ZCTA5 04554,66.6,5,22.9
ZCTA5 04555,54.1,16.1,22.8
ZCTA5 04556,60.4,13.2,17.5
ZCTA5 04558,62,15.8,12
ZCTA5 04562,65.7,10.7,16.5
ZCTA5 04563,54.8,11.9,26.5
ZCTA5 04564,57.6,12.4,24.5
ZCTA5 04568,67,13.1,10.2
ZCTA5 04570,-,-,-
ZCTA5 04571,40.4,17.3,37.8
ZCTA5 04572,51.9,13.3,26.5
ZCTA5 04573,68,5.3,20
ZCTA5 04574,55.7,14.1,22.8
ZCTA5 04575,86.2,0,7.7
ZCTA5 04576,53.1,11.8,19.6
ZCTA5 04578,48.4,13,31.5
ZCTA5 04579,53.2,15.1,24.1
ZCTA5 04605,53.1,14.4,25.2
ZCTA5 04606,58.2,12.3,22.2
ZCTA5 04607,62.4,9.9,19.1
ZCTA5 04609,48.8,15.1,32
ZCTA5 04611,61.6,11.7,20.5
ZCTA5 04612,63.3,13.3,21.3
ZCTA5 04613,59.7,2.5,26.1
ZCTA5 04614,57.2,14.8,19.8
ZCTA5 04616,52.6,11.2,26.1
ZCTA5 04617,64.9,10.6,16.8
ZCTA5 04619,47.8,16.8,22.1
ZCTA5 04622,49.4,21.1,21.9
ZCTA5 04623,59.2,11.3,22.6
ZCTA5 04624,66.3,13.8,13.8
ZCTA5 04625,38.9,26.4,19.4
ZCTA5 04626,68.7,10.1,17.7
ZCTA5 04627,58.8,13.7,15.8
ZCTA5 04628,54.9,13.9,26.7
ZCTA5 04629,0,100,0
ZCTA5 04630,51.2,13.4,28.3
ZCTA5 04631,46.3,16,26.3
ZCTA5 04634,51.4,16.2,25
ZCTA5 04635,29.4,8.8,58.8
ZCTA5 04637,67.6,16.2,2.2
ZCTA5 04640,60.2,11.6,20.1
ZCTA5 04642,77.2,5.1,13.9
ZCTA5 04643,61.1,12.3,19.2
ZCTA5 04644,-,-,-
ZCTA5 04645,48.1,22.2,29.6
ZCTA5 04646,86.7,5,6.7
ZCTA5 04648,51.1,17.6,24.4
ZCTA5 04649,52.4,12.4,24.2
ZCTA5 04650,84,2.1,14
ZCTA5 04652,50.2,16.1,22.6
ZCTA5 04653,37.5,33,27.2
ZCTA5 04654,43.4,17.6,31
ZCTA5 04655,56.3,14.5,23.7
ZCTA5 04657,64,9.4,19.1
ZCTA5 04658,50.7,9.6,28.5
ZCTA5 04660,62.2,8.4,23.1
ZCTA5 04662,44.7,16.4,29.6
ZCTA5 04664,48.1,17,28.5
ZCTA5 04666,53.7,15.1,21.8
ZCTA5 04667,46.2,17.4,29.4
ZCTA5 04668,39.9,17.2,32.7
ZCTA5 04669,76.3,1.8,18.3
ZCTA5 04671,71.1,8.9,11.8
ZCTA5 04673,64,7.3,19.3
ZCTA5 04674,64.3,9.3,23.6
ZCTA5 04675,52.5,14.9,26.2
